model,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,age_car
M3,Africa,white,Hybrid,Manual,2.9,49603.0,80312.0,2792,Low,13
i3,Middle East,black,Hybrid,Manual,3.8,134173.0,89891.0,3901,Low,8
i3,Asia,red,Petrol,Manual,1.9,42153.0,62609.0,897,Low,0
i3,Europe,grey,Hybrid,Automatic,,136858.0,54036.0,3108,Low,1
X6,Africa,grey,Hybrid,Manual,3.0,199006.0,116494.0,9003,High,5
3 Series,Africa,red,Electric,Automatic,2.3,190156.0,116827.0,9454,High,12
X6,Africa,grey,Petrol,Automatic,2.6,160714.0,115705.0,7064,High,8
5 Series,North America,white,Petrol,Manual,4.9,128242.0,51552.0,4585,Low,3
7 Series,North America,silver,Hybrid,Automatic,2.5,40052.0,32230.0,4515,Low,5
i8,Asia,grey,Petrol,Manual,2.2,126505.0,92606.0,9586,High,6
i8,Middle East,silver,Hybrid,Automatic,3.4,149450.0,97301.0,9597,High,11
i8,Africa,black,Diesel,Manual,3.8,164473.0,102381.0,9156,High,3
5 Series,South America,red,Electric,Automatic,4.0,9951.0,,8440,High,14
3 Series,North America,grey,Hybrid,Automatic,4.1,146359.0,105042.0,2463,Low,13
i8,South America,red,Diesel,Manual,1.6,76908.0,48463.0,3398,Low,14
X6,South America,grey,Petrol,Automatic,2.9,167411.0,94959.0,8066,High,1
X5,Asia,silver,Diesel,Manual,4.2,48241.0,106595.0,5829,Low,3
X3,Middle East,white,Petrol,Automatic,4.7,95070.0,83106.0,6254,Low,10
7 Series,North America,silver,Electric,Automatic,3.6,182618.0,116107.0,7608,High,10
X3,South America,silver,Hybrid,Automatic,1.7,158566.0,114790.0,2156,Low,4
i8,South America,red,Hybrid,Manual,2.9,32573.0,42409.0,5098,Low,8
X1,Asia,blue,Diesel,Automatic,1.8,138433.0,112394.0,5095,Low,6
7 Series,North America,white,Diesel,Manual,4.1,30215.0,40062.0,305,Low,6
i8,Europe,blue,Electric,Manual,1.7,67114.0,68714.0,5960,Low,12
3 Series,Europe,blue,Diesel,Manual,2.2,154736.0,78565.0,3990,Low,12
5 Series,Middle East,blue,Electric,Automatic,3.0,121611.0,76420.0,6844,Low,12
M3,Middle East,white,Petrol,Manual,3.1,74067.0,67269.0,2781,Low,11
X5,Africa,blue,Hybrid,Manual,,110631.0,110049.0,1386,Low,7
3 Series,North America,blue,Petrol,Automatic,3.1,187396.0,71905.0,7571,High,9
i3,South America,grey,Petrol,Automatic,4.0,174519.0,31948.0,5863,Low,7
X6,North America,blue,Petrol,Automatic,2.8,36327.0,66518.0,7163,High,14
3 Series,South America,silver,Electric,Manual,3.4,144332.0,102814.0,5037,Low,7
5 Series,Middle East,grey,Electric,Manual,2.6,163437.0,69488.0,8943,High,11
i8,Asia,white,Hybrid,Manual,2.7,111872.0,34401.0,288,Low,4
X1,North America,red,Hybrid,Manual,3.6,4768.0,,5184,Low,14
X3,Europe,red,Electric,Manual,3.2,84155.0,70778.0,8167,High,7
X6,South America,red,Petrol,Manual,4.0,142408.0,60324.0,2195,Low,11
X1,Middle East,silver,Hybrid,Automatic,3.5,117990.0,58708.0,3657,Low,9
M5,South America,silver,Diesel,Manual,4.3,57377.0,91637.0,9121,High,7
i8,Africa,silver,Petrol,Manual,3.1,136263.0,116643.0,4751,Low,11
X1,Europe,silver,Diesel,Manual,3.2,112416.0,53115.0,874,Low,1
3 Series,North America,white,Hybrid,Manual,3.8,,82258.0,9890,High,12
7 Series,South America,black,Electric,Manual,2.3,179767.0,47128.0,7301,High,1
X5,Europe,silver,Diesel,Manual,,124134.0,37111.0,4242,Low,6
M5,Europe,black,Petrol,Automatic,3.7,124564.0,119792.0,3324,Low,12
X5,Africa,black,Electric,Manual,1.6,,67794.0,9284,High,6
i3,North America,black,Hybrid,Automatic,3.0,81603.0,115537.0,5387,Low,2
X6,Africa,red,Hybrid,Automatic,3.6,97667.0,81625.0,3309,Low,13
7 Series,Europe,black,Diesel,Manual,4.9,109291.0,30463.0,7111,High,1
M3,Middle East,black,Diesel,Automatic,4.6,106672.0,101785.0,1625,Low,13
M5,Africa,red,Petrol,Automatic,2.5,41594.0,93495.0,489,Low,13
i3,Asia,white,Hybrid,Manual,3.3,95364.0,91829.0,7118,High,9
M5,Middle East,red,Diesel,Manual,1.7,71227.0,114903.0,8924,High,12
X1,South America,black,Petrol,Automatic,2.3,26767.0,117363.0,642,Low,2
i3,Africa,white,Hybrid,Automatic,,27979.0,95982.0,4366,Low,6
M5,Asia,white,Petrol,Automatic,1.9,170073.0,81725.0,1404,Low,11
X5,Africa,white,Hybrid,Automatic,2.4,23577.0,62344.0,8358,High,14
3 Series,South America,blue,Electric,Automatic,4.8,121155.0,35561.0,3816,Low,11
X1,North America,black,Diesel,Manual,4.4,148730.0,59157.0,9680,High,14
M3,South America,grey,Hybrid,Manual,4.2,80410.0,55419.0,7109,High,1
X3,South America,silver,Petrol,Manual,4.5,35380.0,84387.0,6211,Low,10
X6,South America,white,Electric,Manual,4.1,183126.0,36457.0,1866,Low,11
X5,Europe,silver,Electric,Automatic,1.9,5204.0,32190.0,143,Low,7
X5,South America,black,Hybrid,Manual,3.3,42159.0,85852.0,5802,Low,7
X3,Asia,grey,Petrol,Automatic,3.1,143652.0,93537.0,5924,Low,8
X6,South America,grey,Diesel,Manual,2.6,186337.0,56075.0,9184,High,12
i3,Asia,white,Petrol,Manual,4.4,25644.0,33486.0,4936,Low,14
5 Series,Africa,grey,Electric,Manual,3.1,127690.0,74267.0,2849,Low,14
5 Series,Asia,white,Electric,Manual,1.7,21122.0,112462.0,5903,Low,3
i8,South America,white,Hybrid,Automatic,2.5,59781.0,62084.0,4541,Low,4
i3,Europe,black,Hybrid,Automatic,2.3,183685.0,119952.0,9131,High,12
7 Series,Europe,grey,Diesel,Manual,4.6,126540.0,33593.0,3220,Low,9
7 Series,Africa,red,Diesel,Manual,3.8,92316.0,85617.0,1909,Low,8
X3,Asia,grey,Diesel,Manual,3.5,6304.0,45543.0,6657,Low,9
X6,Europe,white,Hybrid,Automatic,3.3,54800.0,100512.0,9966,High,1
X5,South America,grey,Petrol,Manual,3.8,51128.0,94088.0,2930,Low,1
i8,Middle East,silver,Electric,Automatic,4.1,86794.0,39377.0,9525,High,9
X1,Africa,silver,Hybrid,Automatic,3.4,15994.0,41990.0,8543,High,9
i8,Africa,black,Diesel,Manual,4.8,89921.0,41946.0,2452,Low,2
X3,Middle East,silver,Hybrid,Automatic,4.9,110369.0,40370.0,6148,Low,12
3 Series,Africa,red,Electric,Automatic,5.0,69854.0,58429.0,8981,High,9
X3,North America,silver,Petrol,Manual,3.8,113551.0,30284.0,241,Low,7
3 Series,Middle East,red,Petrol,Automatic,4.8,159467.0,76201.0,5760,Low,4
M3,North America,red,Hybrid,Automatic,,180136.0,59712.0,6726,Low,4
X6,North America,black,Diesel,Automatic,4.5,109348.0,85468.0,8241,High,13
i8,Middle East,white,Diesel,Manual,4.7,144533.0,82911.0,4321,Low,10
X6,Asia,red,Diesel,Manual,4.7,32173.0,54649.0,6736,Low,1
5 Series,Africa,black,Diesel,Automatic,4.4,102278.0,35915.0,9841,High,14
M3,Middle East,white,Hybrid,Manual,2.9,162609.0,54134.0,904,Low,3
M5,Middle East,white,Hybrid,Automatic,2.1,43892.0,84569.0,4431,Low,0
7 Series,Africa,blue,Diesel,Automatic,2.7,185870.0,92721.0,7521,High,14
5 Series,South America,black,Diesel,Automatic,4.2,134531.0,87621.0,4611,Low,10
5 Series,North America,blue,Hybrid,Manual,2.3,194391.0,76581.0,6866,Low,3
3 Series,Middle East,silver,Hybrid,Automatic,3.2,118028.0,63248.0,8095,High,2
i3,Middle East,red,Diesel,Manual,,155164.0,118934.0,1818,Low,12
i3,North America,red,Electric,Automatic,,167951.0,104651.0,1054,Low,11
3 Series,South America,red,Hybrid,Manual,4.8,135680.0,93319.0,3307,Low,12
M3,Middle East,grey,Petrol,Manual,3.8,20833.0,30946.0,6000,Low,14
X5,Africa,black,Diesel,Automatic,4.3,169423.0,45093.0,7103,High,14
M5,North America,silver,Diesel,Manual,3.5,52191.0,66769.0,1942,Low,3
5 Series,Europe,black,Electric,Automatic,4.4,82062.0,84946.0,2018,Low,3
5 Series,South America,red,Petrol,Manual,2.4,181200.0,46751.0,5122,Low,1
X1,Africa,blue,Hybrid,Automatic,2.2,16720.0,41380.0,2118,Low,2
M3,North America,silver,Hybrid,Manual,4.7,26402.0,35130.0,9240,High,1
i3,South America,red,Diesel,Manual,3.9,185012.0,74147.0,8800,High,10
i8,Europe,grey,Electric,Automatic,3.9,137116.0,71187.0,3942,Low,9
M3,Europe,red,Electric,Automatic,3.1,125303.0,36190.0,6344,Low,12
M3,South America,grey,Diesel,Automatic,2.8,72907.0,31385.0,634,Low,3
5 Series,South America,blue,Diesel,Manual,3.4,96313.0,48896.0,398,Low,6
X6,Asia,black,Electric,Manual,1.9,114324.0,111758.0,7978,High,10
X3,Europe,red,Electric,Automatic,3.1,,112367.0,6565,Low,7
X3,South America,blue,Diesel,Automatic,3.1,1536.0,42468.0,9374,High,2
i8,North America,blue,Hybrid,Automatic,3.4,58700.0,94124.0,2613,Low,14
7 Series,South America,grey,Diesel,Manual,3.7,33111.0,102861.0,5453,Low,1
3 Series,Middle East,grey,Diesel,Manual,4.9,154711.0,76421.0,867,Low,10
i8,Africa,white,Petrol,Manual,3.8,145740.0,97980.0,6665,Low,0
X6,Africa,black,Hybrid,Manual,4.6,17763.0,53320.0,101,Low,12
i8,South America,grey,Diesel,Automatic,3.4,158596.0,31016.0,4938,Low,3
X1,Africa,red,Electric,Automatic,3.7,70582.0,32634.0,5754,Low,14
5 Series,Africa,grey,Petrol,Manual,1.7,164685.0,82139.0,1560,Low,11
M5,South America,blue,Petrol,Manual,2.0,32207.0,35232.0,4545,Low,0
i8,Middle East,black,Hybrid,Manual,3.5,36421.0,117586.0,5532,Low,2
M5,Africa,blue,Petrol,Automatic,2.9,109953.0,90079.0,6074,Low,10
3 Series,Africa,silver,Hybrid,Manual,4.3,45420.0,55483.0,9417,High,8
7 Series,South America,blue,Hybrid,Automatic,3.4,169022.0,110072.0,3588,Low,14
X3,South America,red,Diesel,Automatic,4.6,71247.0,46723.0,1251,Low,12
X1,Asia,grey,Electric,Automatic,4.9,133987.0,98433.0,9105,High,13
X5,Africa,silver,Diesel,Manual,2.0,54511.0,,7876,High,6
X1,Asia,black,Electric,Manual,,,58531.0,7317,High,5
X6,Middle East,white,Electric,Manual,3.8,11344.0,113647.0,1983,Low,0
M5,Middle East,grey,Petrol,Automatic,2.6,166487.0,112693.0,5817,Low,9
5 Series,Middle East,silver,Petrol,Automatic,2.4,121797.0,100148.0,7231,High,5
M5,Asia,grey,Hybrid,Automatic,4.3,124001.0,82901.0,222,Low,12
i3,Europe,grey,Diesel,Automatic,4.9,40442.0,67998.0,7313,High,7
i3,Middle East,black,Electric,Manual,4.2,2005.0,41659.0,1786,Low,1
7 Series,North America,black,Hybrid,Manual,3.3,194029.0,43238.0,8514,High,7
X6,South America,blue,Petrol,Manual,3.0,169730.0,86385.0,9968,High,13
X5,Europe,blue,Petrol,Manual,3.4,82598.0,113709.0,8047,High,0
i8,South America,red,Petrol,Automatic,3.1,182742.0,80754.0,5839,Low,9
X3,South America,red,Hybrid,Automatic,3.3,26890.0,60361.0,1339,Low,8
X3,Middle East,grey,Hybrid,Automatic,2.2,59103.0,46517.0,9462,High,13
X3,Europe,red,Electric,Manual,4.7,1390.0,119117.0,7270,High,0
i8,North America,red,Diesel,Automatic,4.1,5405.0,108815.0,2879,Low,4
3 Series,South America,black,Hybrid,Manual,3.9,42467.0,102968.0,2165,Low,5
X6,Africa,white,Diesel,Manual,4.8,35394.0,102034.0,4455,Low,13
X5,Europe,blue,Hybrid,Manual,2.5,36527.0,84856.0,2035,Low,5
i3,Europe,red,Petrol,Automatic,1.8,126567.0,46702.0,7510,High,14
3 Series,North America,red,Electric,Automatic,4.4,3879.0,49819.0,9025,High,7
X1,Africa,black,Diesel,Automatic,5.0,37731.0,33141.0,5113,Low,14
X5,Europe,blue,Petrol,Manual,3.5,31445.0,62226.0,7616,High,6
3 Series,South America,silver,Diesel,Automatic,1.7,,117171.0,6688,Low,4
3 Series,North America,white,Hybrid,Automatic,4.2,154571.0,54989.0,9390,High,9
5 Series,North America,white,Electric,Manual,1.8,28199.0,54748.0,3539,Low,8
7 Series,Asia,black,Electric,Manual,3.4,157901.0,51785.0,7315,High,2
X3,Africa,black,Hybrid,Automatic,2.5,114886.0,70265.0,9879,High,5
X6,Europe,black,Petrol,Manual,4.7,10561.0,63605.0,8533,High,8
M3,Africa,white,Hybrid,Automatic,3.1,108903.0,58185.0,335,Low,5
i8,Middle East,red,Electric,Automatic,4.6,144778.0,108406.0,993,Low,12
i8,North America,silver,Diesel,Automatic,2.5,129520.0,38071.0,8143,High,13
7 Series,Europe,silver,Hybrid,Manual,2.9,16841.0,75628.0,8340,High,6
M3,Africa,silver,Hybrid,Manual,4.8,183782.0,100693.0,6324,Low,7
7 Series,North America,grey,Electric,Automatic,2.2,,89453.0,7795,High,2
7 Series,Africa,silver,Diesel,Manual,3.5,175240.0,82064.0,9362,High,3
i8,North America,white,Petrol,Automatic,2.9,122500.0,96319.0,9080,High,5
7 Series,Middle East,silver,Hybrid,Automatic,4.2,179716.0,78386.0,1274,Low,8
7 Series,Africa,red,Electric,Automatic,2.0,176437.0,77426.0,2167,Low,6
X3,Africa,black,Electric,Automatic,3.0,159170.0,119954.0,6751,Low,11
7 Series,North America,grey,Electric,Automatic,3.9,166155.0,64742.0,7762,High,2
M5,Africa,grey,Hybrid,Manual,2.9,33669.0,93884.0,6440,Low,11
7 Series,North America,white,Petrol,Manual,1.7,56052.0,99698.0,992,Low,14
X6,Africa,white,Electric,Automatic,4.0,53449.0,82740.0,1329,Low,7
i8,Africa,black,Hybrid,Automatic,3.3,123239.0,52193.0,6006,Low,1
X5,North America,grey,Diesel,Automatic,1.5,56918.0,36116.0,3195,Low,1
3 Series,South America,silver,Electric,Manual,3.6,99440.0,51226.0,2119,Low,3
i3,Asia,black,Petrol,Automatic,,192413.0,114851.0,1342,Low,12
X3,South America,red,Electric,Automatic,1.9,136356.0,105711.0,1100,Low,8
X6,Europe,silver,Hybrid,Manual,3.6,131579.0,36319.0,6496,Low,0
X6,Africa,grey,Petrol,Automatic,4.1,192233.0,32423.0,844,Low,3
M3,North America,red,Electric,Automatic,1.7,119960.0,56835.0,6900,Low,13
X6,North America,white,Electric,Automatic,1.6,129451.0,104447.0,6145,Low,13
X5,Africa,grey,Diesel,Automatic,3.1,13371.0,105070.0,4284,Low,8
X5,Middle East,white,Hybrid,Automatic,4.3,,75419.0,5961,Low,0
X1,Asia,grey,Diesel,Automatic,2.1,199235.0,84022.0,1194,Low,9
i3,Asia,grey,Electric,Manual,4.4,25251.0,87697.0,4050,Low,12
X5,Middle East,red,Electric,Manual,3.8,,75390.0,8038,High,6
X5,Middle East,red,Hybrid,Manual,2.7,148760.0,93236.0,2693,Low,5
X5,Africa,white,Petrol,Manual,3.3,93603.0,72936.0,2487,Low,0
M5,South America,silver,Diesel,Manual,4.9,140914.0,34553.0,6549,Low,1
3 Series,Asia,blue,Electric,Automatic,2.3,34532.0,90267.0,6372,Low,2
i8,Middle East,grey,Electric,Automatic,3.2,82478.0,80247.0,9537,High,9
i3,Middle East,grey,Diesel,Manual,3.7,183985.0,107396.0,9192,High,5
X5,Asia,red,Electric,Automatic,2.0,15812.0,,4646,Low,5
3 Series,North America,blue,Electric,Automatic,1.7,25425.0,119970.0,5377,Low,9
X3,North America,red,Electric,Automatic,1.5,40927.0,62008.0,7502,High,14
M5,Africa,blue,Petrol,Automatic,2.6,133161.0,36902.0,7598,High,11
5 Series,Africa,grey,Diesel,Manual,1.8,194310.0,42650.0,1268,Low,5
X1,North America,silver,Diesel,Manual,4.3,,103531.0,4441,Low,9
5 Series,Europe,red,Electric,Automatic,5.0,40963.0,46019.0,8074,High,0
3 Series,Europe,silver,Electric,Automatic,1.7,110901.0,83776.0,3673,Low,9
i8,Europe,red,Diesel,Manual,3.0,,94038.0,5816,Low,4
X6,Asia,red,Hybrid,Manual,1.6,13086.0,,7133,High,3
X3,Europe,red,Electric,Automatic,2.0,37967.0,64069.0,4747,Low,10
X5,North America,black,Petrol,Automatic,2.6,14396.0,60636.0,2341,Low,14
X6,North America,silver,Hybrid,Manual,2.9,117113.0,74150.0,4425,Low,7
5 Series,Africa,white,Electric,Automatic,4.8,58754.0,110517.0,3292,Low,10
X6,Asia,white,Hybrid,Automatic,2.9,9134.0,45607.0,556,Low,3
M5,North America,black,Electric,Automatic,3.2,130480.0,52081.0,3272,Low,3
X3,Europe,silver,Electric,Automatic,2.4,64002.0,116500.0,348,Low,3
X5,Middle East,silver,Hybrid,Automatic,1.5,149506.0,30135.0,9888,High,10
i3,Europe,silver,Hybrid,Manual,4.6,33244.0,116918.0,2095,Low,8
X1,Africa,grey,Diesel,Automatic,1.8,105554.0,49663.0,7193,High,11
M3,Africa,black,Hybrid,Automatic,4.9,179971.0,59889.0,8335,High,9
3 Series,Africa,white,Electric,Manual,2.0,28730.0,101189.0,8196,High,2
i8,Middle East,grey,Diesel,Automatic,3.6,39970.0,92250.0,6734,Low,11
M5,Europe,grey,Hybrid,Automatic,5.0,16692.0,99296.0,5943,Low,1
X5,Europe,black,Electric,Automatic,2.0,9615.0,66166.0,5997,Low,0
3 Series,South America,red,Hybrid,Automatic,3.0,122231.0,92873.0,5227,Low,12
M3,South America,white,Diesel,Automatic,4.2,158898.0,86673.0,9443,High,8
X3,Asia,silver,Diesel,Automatic,1.6,149657.0,53093.0,6010,Low,7
7 Series,Middle East,red,Petrol,Manual,3.9,119461.0,109866.0,9809,High,11
7 Series,Africa,black,Electric,Manual,1.8,106864.0,37051.0,8999,High,2
X1,South America,blue,Hybrid,Manual,2.3,191856.0,42968.0,8538,High,13
7 Series,Europe,blue,Diesel,Manual,2.1,138657.0,113426.0,2659,Low,3
3 Series,South America,red,Diesel,Manual,4.7,188658.0,103473.0,5921,Low,5
7 Series,Africa,red,Diesel,Automatic,2.1,117012.0,60516.0,4821,Low,1
X3,Middle East,white,Hybrid,Manual,1.6,123560.0,58086.0,1733,Low,12
X6,Middle East,black,Petrol,Automatic,3.6,3514.0,68930.0,7739,High,14
i8,North America,silver,Petrol,Automatic,2.7,177410.0,41756.0,563,Low,7
i3,North America,black,Diesel,Manual,2.9,108780.0,42697.0,8838,High,0
5 Series,Africa,blue,Electric,Automatic,1.9,117047.0,35004.0,2434,Low,12
X6,Europe,white,Hybrid,Manual,4.1,57533.0,85638.0,3739,Low,3
X6,Middle East,blue,Electric,Automatic,3.6,179601.0,94664.0,1678,Low,5
i3,North America,grey,Petrol,Manual,2.8,107224.0,108265.0,9521,High,8
X6,South America,red,Electric,Manual,2.1,111839.0,73514.0,2768,Low,5
X1,Middle East,black,Petrol,Manual,3.6,136787.0,64990.0,2399,Low,10
5 Series,Middle East,blue,Hybrid,Automatic,4.2,98318.0,108742.0,9219,High,5
i3,South America,blue,Petrol,Manual,2.6,85185.0,114354.0,7868,High,10
M5,South America,black,Hybrid,Manual,1.6,172797.0,73954.0,5084,Low,1
i8,Middle East,white,Electric,Automatic,2.3,110324.0,105341.0,3727,Low,8
3 Series,Africa,red,Diesel,Automatic,3.9,29725.0,119038.0,7491,High,0
X3,South America,red,Petrol,Automatic,5.0,61899.0,91730.0,9606,High,6
M3,Africa,blue,Petrol,Automatic,1.5,11430.0,109949.0,6188,Low,3
3 Series,Africa,blue,Electric,Automatic,2.6,197439.0,60352.0,3348,Low,10
5 Series,Africa,grey,Diesel,Manual,1.7,195818.0,96809.0,184,Low,14
X3,Asia,grey,Diesel,Manual,2.6,85688.0,36661.0,9954,High,5
X5,North America,silver,Electric,Automatic,2.9,20462.0,88937.0,3605,Low,5
X3,Middle East,red,Diesel,Automatic,4.7,10558.0,115843.0,5457,Low,14
X3,Europe,black,Diesel,Manual,1.8,185671.0,93151.0,4711,Low,0
i3,Middle East,silver,Electric,Automatic,4.2,172246.0,61625.0,3251,Low,13
7 Series,North America,black,Electric,Automatic,2.9,183830.0,97853.0,4886,Low,1
7 Series,Africa,white,Electric,Manual,4.3,122871.0,42186.0,1241,Low,9
X3,Africa,black,Petrol,Manual,3.3,158539.0,88307.0,4847,Low,6
3 Series,Europe,black,Diesel,Automatic,1.6,153861.0,79362.0,9762,High,7
X1,North America,silver,Diesel,Manual,4.8,142009.0,55139.0,2255,Low,2
X3,Africa,red,Diesel,Automatic,1.8,116237.0,41969.0,1244,Low,10
X1,Europe,blue,Petrol,Automatic,3.6,126235.0,59752.0,8657,High,14
M5,Middle East,blue,Petrol,Automatic,4.6,53187.0,81354.0,784,Low,2
M3,North America,blue,Hybrid,Automatic,1.8,195192.0,119134.0,6570,Low,8
7 Series,Asia,red,Hybrid,Automatic,3.4,83608.0,113671.0,5644,Low,0
7 Series,South America,red,Hybrid,Automatic,4.4,69018.0,75481.0,4908,Low,10
i8,Middle East,white,Hybrid,Automatic,5.0,123323.0,103534.0,2717,Low,9
i3,South America,white,Diesel,Manual,4.0,136323.0,35945.0,4643,Low,2
M5,North America,white,Petrol,Manual,2.5,145948.0,45297.0,2447,Low,8
X3,Middle East,silver,Diesel,Manual,3.9,186088.0,83549.0,2331,Low,12
X6,Africa,white,Diesel,Automatic,4.0,60014.0,51230.0,9313,High,3
i8,Europe,red,Electric,Manual,3.9,128625.0,107973.0,8455,High,5
5 Series,Europe,black,Electric,Manual,4.5,36826.0,106372.0,3803,Low,12
i3,Asia,black,Diesel,Manual,1.8,190726.0,100453.0,3316,Low,10
M5,South America,silver,Petrol,Automatic,1.9,32159.0,92285.0,6560,Low,9
3 Series,Africa,red,Electric,Manual,3.7,27967.0,95875.0,6984,Low,6
X3,Europe,silver,Hybrid,Automatic,4.8,165231.0,72593.0,4877,Low,2
3 Series,Asia,red,Diesel,Manual,3.1,39466.0,101930.0,4570,Low,1
M5,Asia,white,Electric,Manual,4.9,78179.0,70403.0,7365,High,3
X5,Europe,grey,Hybrid,Manual,4.8,187195.0,41296.0,7699,High,10
X1,South America,silver,Petrol,Manual,4.7,,76189.0,1131,Low,0
i8,Europe,white,Petrol,Automatic,4.7,165927.0,114137.0,923,Low,14
X1,Africa,white,Hybrid,Automatic,4.6,136514.0,94933.0,4533,Low,1
M3,Africa,white,Electric,Manual,4.4,35796.0,45975.0,2999,Low,1
X3,North America,blue,Hybrid,Automatic,3.9,162596.0,89574.0,7612,High,1
X1,Middle East,silver,Electric,Automatic,1.6,78178.0,101679.0,3344,Low,11
5 Series,North America,grey,Hybrid,Automatic,2.0,102714.0,32116.0,1782,Low,10
M3,Africa,white,Hybrid,Manual,2.0,1811.0,56208.0,8578,High,3
i3,South America,white,Electric,Manual,1.6,151998.0,110953.0,6928,Low,5
5 Series,Africa,white,Electric,Automatic,1.9,142024.0,30432.0,2607,Low,5
X5,Asia,white,Diesel,Automatic,4.7,106658.0,47201.0,8051,High,10
X6,Middle East,red,Petrol,Automatic,3.8,151865.0,74845.0,8291,High,8
i8,Asia,black,Diesel,Manual,2.6,121993.0,60810.0,2862,Low,11
M3,South America,blue,Petrol,Automatic,4.3,191728.0,54325.0,9996,High,14
M5,Middle East,grey,Electric,Automatic,3.2,177722.0,90483.0,8800,High,1
X5,Africa,red,Diesel,Automatic,2.0,74612.0,63767.0,1602,Low,1
M3,Asia,grey,Electric,Automatic,4.6,133780.0,,7632,High,10
X6,South America,blue,Diesel,Manual,2.7,165162.0,63342.0,3124,Low,8
X1,Africa,grey,Electric,Automatic,3.9,81128.0,67337.0,6335,Low,5
3 Series,Middle East,silver,Electric,Manual,2.5,161578.0,54124.0,7781,High,5
i3,South America,silver,Electric,Manual,3.3,26839.0,,393,Low,9
M3,Middle East,black,Petrol,Automatic,4.4,71014.0,106337.0,5749,Low,10
i8,Asia,white,Electric,Manual,2.0,100480.0,,3656,Low,11
M3,Africa,white,Electric,Automatic,4.9,119981.0,95058.0,1840,Low,13
i3,Asia,red,Electric,Automatic,1.7,160894.0,95155.0,7603,High,11
5 Series,Europe,grey,Hybrid,Automatic,3.4,81770.0,62997.0,2680,Low,0
X1,Africa,red,Petrol,Automatic,4.7,91038.0,99809.0,4751,Low,5
5 Series,Asia,red,Hybrid,Manual,4.8,2622.0,113545.0,2723,Low,5
M5,North America,grey,Electric,Automatic,2.3,157101.0,35561.0,3859,Low,12
M5,Europe,black,Diesel,Manual,2.0,128785.0,67632.0,7227,High,5
M3,Africa,red,Electric,Manual,4.0,15805.0,45507.0,1697,Low,14
X3,North America,black,Hybrid,Automatic,1.6,192794.0,98338.0,2964,Low,7
X5,North America,red,Petrol,Manual,3.2,112616.0,65146.0,7877,High,10
i3,Africa,red,Hybrid,Manual,4.3,158763.0,39371.0,8106,High,2
X5,South America,grey,Petrol,Manual,3.5,149677.0,95650.0,3481,Low,11
7 Series,North America,red,Electric,Automatic,,154172.0,95673.0,9015,High,7
X6,Middle East,silver,Petrol,Automatic,3.2,160994.0,36529.0,4747,Low,8
